,User,Bullish Occurences,Bullish Percentages,Bearish Occurences,Bearish Percentages,Total,Naive Sentiment Prediction
587,guntavanuk,5.0,1.0,0.0,0.0,5.0,Unpredictable
2243,Greenteadrinker,2.0,0.4,3.0,0.6,5.0,Unpredictable
2720,Griffin4,4.0,0.8,1.0,0.2,5.0,Unpredictable
636,charliefan,4.0,0.8,1.0,0.2,5.0,Unpredictable
2202,boscolondo,1.0,0.2,4.0,0.8,5.0,Unpredictable
628,zollyjacks05,5.0,1.0,0.0,0.0,5.0,Unpredictable
2195,ValueTrader77,1.0,0.2,4.0,0.8,5.0,Unpredictable
626,Prepare_To_Money,5.0,1.0,0.0,0.0,5.0,Unpredictable
2749,aNino42,2.0,0.4,3.0,0.6,5.0,Unpredictable
2181,corp_rat_exterminator,5.0,1.0,0.0,0.0,5.0,Unpredictable
690,cute_boy,5.0,1.0,0.0,0.0,5.0,Unpredictable
4974,Candreva,0.0,0.0,5.0,1.0,5.0,Unpredictable
4984,Closetiguana,0.0,0.0,5.0,1.0,5.0,Unpredictable
527,jamespark,4.0,0.8,1.0,0.2,5.0,Unpredictable
4728,dontbegreedy,0.0,0.0,5.0,1.0,5.0,Unpredictable
2912,manginsan1,5.0,1.0,0.0,0.0,5.0,Unpredictable
789,sb2004,2.0,0.4,3.0,0.6,5.0,Unpredictable
2902,Fuzzylemurs,5.0,1.0,0.0,0.0,5.0,Unpredictable
4755,tjp2116,0.0,0.0,5.0,1.0,5.0,Unpredictable
483,Tony_Capo,5.0,1.0,0.0,0.0,5.0,Unpredictable
4758,Munney,0.0,0.0,5.0,1.0,5.0,Unpredictable
493,Biglystonks,4.0,0.8,1.0,0.2,5.0,Unpredictable
498,Qwerty86,5.0,1.0,0.0,0.0,5.0,Unpredictable
2660,TacticalTraders,2.0,0.4,3.0,0.6,5.0,Unpredictable
741,margincallyourmom,5.0,1.0,0.0,0.0,5.0,Unpredictable
737,AllinTheDips,5.0,1.0,0.0,0.0,5.0,Unpredictable
725,GarthBrooks_psychokiller,1.0,0.2,4.0,0.8,5.0,Unpredictable
4784,cash812,0.0,0.0,5.0,1.0,5.0,Unpredictable
4992,Bullrun1,0.0,0.0,5.0,1.0,5.0,Unpredictable
713,oCR3AMo,5.0,1.0,0.0,0.0,5.0,Unpredictable
2669,NoProofNoPump,5.0,1.0,0.0,0.0,5.0,Unpredictable
990,Lopezcir,5.0,1.0,0.0,0.0,5.0,Unpredictable
5079,Hinkuri,0.0,0.0,5.0,1.0,5.0,Unpredictable
4905,jimmyroastbeef,0.0,0.0,5.0,1.0,5.0,Unpredictable
3172,WolfOfPort,3.0,0.6,2.0,0.4,5.0,Unpredictable
1035,MAST3R_TRAD3R,2.0,0.4,3.0,0.6,5.0,Unpredictable
3079,_flipper_,4.0,0.8,1.0,0.2,5.0,Unpredictable
2321,explorestocks,3.0,0.6,2.0,0.4,5.0,Unpredictable
65,CharleneL,5.0,1.0,0.0,0.0,5.0,Unpredictable
4379,LongInTheShortz,0.0,0.0,5.0,1.0,5.0,Unpredictable
249,GIC,5.0,1.0,0.0,0.0,5.0,Unpredictable
2533,100kman,2.0,0.4,3.0,0.6,5.0,Unpredictable
241,RedVermont,4.0,0.8,1.0,0.2,5.0,Unpredictable
4435,ABCBull,0.0,0.0,5.0,1.0,5.0,Unpredictable
2493,Rottieluvr,1.0,0.2,4.0,0.8,5.0,Unpredictable
226,OracleOfOz920,5.0,1.0,0.0,0.0,5.0,Unpredictable
5303,insens,0.0,0.0,5.0,1.0,5.0,Unpredictable
1058,Makaioa,5.0,1.0,0.0,0.0,5.0,Unpredictable
198,Aristhotle,5.0,1.0,0.0,0.0,5.0,Unpredictable
4503,Yayanguy,0.0,0.0,5.0,1.0,5.0,Unpredictable
222,StickyRick,5.0,1.0,0.0,0.0,5.0,Unpredictable
4381,Ernboi,0.0,0.0,5.0,1.0,5.0,Unpredictable
2437,AANNDDRREEWW,5.0,1.0,0.0,0.0,5.0,Unpredictable
5275,RobinHoodNoob,0.0,0.0,5.0,1.0,5.0,Unpredictable
1985,kingkupat,3.0,0.6,2.0,0.4,5.0,Unpredictable
1142,SDJB,5.0,1.0,0.0,0.0,5.0,Unpredictable
106,PaleRanger,1.0,0.2,4.0,0.8,5.0,Unpredictable
211,urimkluna,4.0,0.8,1.0,0.2,5.0,Unpredictable
2504,Lospwr,3.0,0.6,2.0,0.4,5.0,Unpredictable
85,BullWithWings,4.0,0.8,1.0,0.2,5.0,Unpredictable
4448,MadMartigen1776,0.0,0.0,5.0,1.0,5.0,Unpredictable
1139,guidoaviano,5.0,1.0,0.0,0.0,5.0,Unpredictable
99,Kikikikiku,3.0,0.6,2.0,0.4,5.0,Unpredictable
264,TT7,5.0,1.0,0.0,0.0,5.0,Unpredictable
263,WritingOnTheWallStreet,5.0,1.0,0.0,0.0,5.0,Unpredictable
2431,PositiveGreen,1.0,0.2,4.0,0.8,5.0,Unpredictable
25,llb_238,5.0,1.0,0.0,0.0,5.0,Unpredictable
140,jokki,5.0,1.0,0.0,0.0,5.0,Unpredictable
2315,Sneakerfreax772,5.0,1.0,0.0,0.0,5.0,Unpredictable
4520,Reesevet,0.0,0.0,5.0,1.0,5.0,Unpredictable
2392,optionXgod,2.0,0.4,3.0,0.6,5.0,Unpredictable
165,Gunnet350,5.0,1.0,0.0,0.0,5.0,Unpredictable
4518,hypervox,0.0,0.0,5.0,1.0,5.0,Unpredictable
1098,Millennial12345,3.0,0.6,2.0,0.4,5.0,Unpredictable
22,Billionaire2025,4.0,0.8,1.0,0.2,5.0,Unpredictable
1951,steezkelly,5.0,1.0,0.0,0.0,5.0,Unpredictable
174,DanTheVeganMan,5.0,1.0,0.0,0.0,5.0,Unpredictable
4508,Hertz4Life,0.0,0.0,5.0,1.0,5.0,Unpredictable
1006,WebullTrader,5.0,1.0,0.0,0.0,5.0,Unpredictable
5222,illInvest,0.0,0.0,5.0,1.0,5.0,Unpredictable
175,TheRatOfWallStreet,5.0,1.0,0.0,0.0,5.0,Unpredictable
5213,Cheezits_Reborn,0.0,0.0,5.0,1.0,5.0,Unpredictable
1929,Letssgooo,5.0,1.0,0.0,0.0,5.0,Unpredictable
2387,austinhaug,4.0,0.8,1.0,0.2,5.0,Unpredictable
1017,XiaYao,5.0,1.0,0.0,0.0,5.0,Unpredictable
2422,iAI,5.0,1.0,0.0,0.0,5.0,Unpredictable
1657,ximi92,4.0,1.0,0.0,0.0,4.0,Unpredictable
2665,stocks_and_glocks,1.0,0.25,3.0,0.75,4.0,Unpredictable
1653,Faisall,4.0,1.0,0.0,0.0,4.0,Unpredictable
490,Amleo,4.0,1.0,0.0,0.0,4.0,Unpredictable
492,mc10481,1.0,0.25,3.0,0.75,4.0,Unpredictable
524,Purdue_Trader,1.0,0.25,3.0,0.75,4.0,Unpredictable
2656,WintermAllan,4.0,1.0,0.0,0.0,4.0,Unpredictable
514,Intercept,4.0,1.0,0.0,0.0,4.0,Unpredictable
2447,dhananisam,4.0,1.0,0.0,0.0,4.0,Unpredictable
1501,Dan1290,2.0,0.5,2.0,0.5,4.0,Unpredictable
3889,Frankthwtank,1.0,0.25,3.0,0.75,4.0,Unpredictable
2367,sephiroth1exx,4.0,1.0,0.0,0.0,4.0,Unpredictable
5006,Klarkus,0.0,0.0,4.0,1.0,4.0,Unpredictable
3895,JRedz,1.0,0.25,3.0,0.75,4.0,Unpredictable
515,Investingator,4.0,1.0,0.0,0.0,4.0,Unpredictable
97,BrickInvestInc,4.0,1.0,0.0,0.0,4.0,Unpredictable
537,Bullsky,4.0,1.0,0.0,0.0,4.0,Unpredictable
5362,AmberJefferson1989,0.0,0.0,4.0,1.0,4.0,Unpredictable
2208,FinvestCap,3.0,0.75,1.0,0.25,4.0,Unpredictable
1812,Maj2j,4.0,1.0,0.0,0.0,4.0,Unpredictable
2396,futurebroketrader21,4.0,1.0,0.0,0.0,4.0,Unpredictable
1689,NewsExtra,4.0,1.0,0.0,0.0,4.0,Unpredictable
610,SwingMama,4.0,1.0,0.0,0.0,4.0,Unpredictable
598,runwbulls,4.0,1.0,0.0,0.0,4.0,Unpredictable
14,Luigi2384,4.0,1.0,0.0,0.0,4.0,Unpredictable
5433,M3unit358,0.0,0.0,4.0,1.0,4.0,Unpredictable
1461,jwangv8s5,4.0,1.0,0.0,0.0,4.0,Unpredictable
5430,Derbmane,0.0,0.0,4.0,1.0,4.0,Unpredictable
3634,crad_ik,4.0,1.0,0.0,0.0,4.0,Unpredictable
1465,Spydxr,4.0,1.0,0.0,0.0,4.0,Unpredictable
4937,Iamemoney,0.0,0.0,4.0,1.0,4.0,Unpredictable
4944,kvnmcdd,0.0,0.0,4.0,1.0,4.0,Unpredictable
61,BullTradeFinder,4.0,1.0,0.0,0.0,4.0,Unpredictable
1790,AceofCards,4.0,1.0,0.0,0.0,4.0,Unpredictable
1476,MacroNMicro,4.0,1.0,0.0,0.0,4.0,Unpredictable
63,graywolf,4.0,1.0,0.0,0.0,4.0,Unpredictable
562,swami242,4.0,1.0,0.0,0.0,4.0,Unpredictable
2221,PMJalilii,2.0,0.5,2.0,0.5,4.0,Unpredictable
544,MrAntiFundamental,4.0,1.0,0.0,0.0,4.0,Unpredictable
4973,SPX4000,0.0,0.0,4.0,1.0,4.0,Unpredictable
1487,Gro42777,3.0,0.75,1.0,0.25,4.0,Unpredictable
3940,Haxbox,2.0,0.5,2.0,0.5,4.0,Unpredictable
1489,tvikts,2.0,0.5,2.0,0.5,4.0,Unpredictable
535,aby1,4.0,1.0,0.0,0.0,4.0,Unpredictable
4975,Stonks19,0.0,0.0,4.0,1.0,4.0,Unpredictable
4977,bullishkrow,0.0,0.0,4.0,1.0,4.0,Unpredictable
2375,MoneyHere,1.0,0.25,3.0,0.75,4.0,Unpredictable
485,CanadianSalmonGal,4.0,1.0,0.0,0.0,4.0,Unpredictable
2549,Velde_74,4.0,1.0,0.0,0.0,4.0,Unpredictable
152,TraderGod,4.0,1.0,0.0,0.0,4.0,Unpredictable
1620,Whipper,3.0,0.75,1.0,0.25,4.0,Unpredictable
3773,MrExbravo,1.0,0.25,3.0,0.75,4.0,Unpredictable
1723,washboardjim,4.0,1.0,0.0,0.0,4.0,Unpredictable
5097,Orangevirus,0.0,0.0,4.0,1.0,4.0,Unpredictable
377,allineedismoney,3.0,0.75,1.0,0.25,4.0,Unpredictable
5085,iGotBands,0.0,0.0,4.0,1.0,4.0,Unpredictable
1565,flappinAnolips,4.0,1.0,0.0,0.0,4.0,Unpredictable
2538,stphb,4.0,1.0,0.0,0.0,4.0,Unpredictable
3868,cookin_with_gazzzz,3.0,0.75,1.0,0.25,4.0,Unpredictable
2268,AKPOWPOW,4.0,1.0,0.0,0.0,4.0,Unpredictable
5256,OptionsGurusMaster,0.0,0.0,4.0,1.0,4.0,Unpredictable
5072,Trading_power007,0.0,0.0,4.0,1.0,4.0,Unpredictable
2262,McBullRib,4.0,1.0,0.0,0.0,4.0,Unpredictable
416,djawadk,4.0,1.0,0.0,0.0,4.0,Unpredictable
417,OptionsPlayground,4.0,1.0,0.0,0.0,4.0,Unpredictable
5215,headsortails2066,0.0,0.0,4.0,1.0,4.0,Unpredictable
5100,davidhqr,0.0,0.0,4.0,1.0,4.0,Unpredictable
5108,Meeso,0.0,0.0,4.0,1.0,4.0,Unpredictable
362,The_Price,1.0,0.25,3.0,0.75,4.0,Unpredictable
3757,suspecthem8871,4.0,1.0,0.0,0.0,4.0,Unpredictable
2597,Byzantine,3.0,0.75,1.0,0.25,4.0,Unpredictable
2316,selopinpuno12,4.0,1.0,0.0,0.0,4.0,Unpredictable
2567,stocksMania,4.0,1.0,0.0,0.0,4.0,Unpredictable
5143,Michaelsjohnson,0.0,0.0,4.0,1.0,4.0,Unpredictable
328,MomoTrader33,1.0,0.25,3.0,0.75,4.0,Unpredictable
319,gamer456148,4.0,1.0,0.0,0.0,4.0,Unpredictable
5164,Amethyst_Equity_Research,0.0,0.0,4.0,1.0,4.0,Unpredictable
5178,Steve1024,0.0,0.0,4.0,1.0,4.0,Unpredictable
306,iisriyke121,4.0,1.0,0.0,0.0,4.0,Unpredictable
5189,salmir,0.0,0.0,4.0,1.0,4.0,Unpredictable
2312,MakeMoneyTradingStocks,4.0,1.0,0.0,0.0,4.0,Unpredictable
5200,johnDowns,0.0,0.0,4.0,1.0,4.0,Unpredictable
2520,ImpulseTrading,1.0,0.25,3.0,0.75,4.0,Unpredictable
3514,Franf,4.0,1.0,0.0,0.0,4.0,Unpredictable
3585,floriande,2.0,0.5,2.0,0.5,4.0,Unpredictable
461,PharoahNC,4.0,1.0,0.0,0.0,4.0,Unpredictable
482,LilJimmyYo,4.0,1.0,0.0,0.0,4.0,Unpredictable
5013,CatTracks,0.0,0.0,4.0,1.0,4.0,Unpredictable
2240,avtheaviator,4.0,1.0,0.0,0.0,4.0,Unpredictable
2467,DylanLucky,4.0,1.0,0.0,0.0,4.0,Unpredictable
5024,HenryS2025,0.0,0.0,4.0,1.0,4.0,Unpredictable
5321,TankTopTrader,0.0,0.0,4.0,1.0,4.0,Unpredictable
1521,ClearRainbow,1.0,0.25,3.0,0.75,4.0,Unpredictable
473,emboscado2010,3.0,0.75,1.0,0.25,4.0,Unpredictable
3483,SuperStockSRT,4.0,1.0,0.0,0.0,4.0,Unpredictable
2491,HeinekenAshiSensei,3.0,0.75,1.0,0.25,4.0,Unpredictable
2244,DailySpread,2.0,0.5,2.0,0.5,4.0,Unpredictable
2651,Stock__talk,4.0,1.0,0.0,0.0,4.0,Unpredictable
3862,dillweed7,3.0,0.75,1.0,0.25,4.0,Unpredictable
5039,Scalper_201,0.0,0.0,4.0,1.0,4.0,Unpredictable
459,NeonJoeee,4.0,1.0,0.0,0.0,4.0,Unpredictable
419,TheStockSinatra,4.0,1.0,0.0,0.0,4.0,Unpredictable
1772,GeneralOfArmies,4.0,1.0,0.0,0.0,4.0,Unpredictable
451,thebusinessbite,4.0,1.0,0.0,0.0,4.0,Unpredictable
5273,msft130,0.0,0.0,4.0,1.0,4.0,Unpredictable
1634,TheGovernment,4.0,1.0,0.0,0.0,4.0,Unpredictable
5055,jackmania,0.0,0.0,4.0,1.0,4.0,Unpredictable
5061,brandonjtr,0.0,0.0,4.0,1.0,4.0,Unpredictable
5067,etraitor,0.0,0.0,4.0,1.0,4.0,Unpredictable
430,MikeRobert_,4.0,1.0,0.0,0.0,4.0,Unpredictable
2639,SuperSpyTrader,4.0,1.0,0.0,0.0,4.0,Unpredictable
2505,RAGINGBULL2320,3.0,0.75,1.0,0.25,4.0,Unpredictable
2631,thaduke,4.0,1.0,0.0,0.0,4.0,Unpredictable
425,Bretton,4.0,1.0,0.0,0.0,4.0,Unpredictable
1768,SaluteYourShortz,4.0,1.0,0.0,0.0,4.0,Unpredictable
3804,boomerangx,1.0,0.25,3.0,0.75,4.0,Unpredictable
3489,donebulls,4.0,1.0,0.0,0.0,4.0,Unpredictable
1908,LacyCarlson,4.0,1.0,0.0,0.0,4.0,Unpredictable
2747,Metroid32Stz,2.0,0.5,2.0,0.5,4.0,Unpredictable
4217,sonicmerlin,0.0,0.0,4.0,1.0,4.0,Unpredictable
4251,Willrockhardd,0.0,0.0,4.0,1.0,4.0,Unpredictable
934,MakeDinero,4.0,1.0,0.0,0.0,4.0,Unpredictable
4252,ImPricedIn,0.0,0.0,4.0,1.0,4.0,Unpredictable
4587,Trump2k20,0.0,0.0,4.0,1.0,4.0,Unpredictable
1307,BrianTheRegulator,4.0,1.0,0.0,0.0,4.0,Unpredictable
4257,illianamike,0.0,0.0,4.0,1.0,4.0,Unpredictable
1304,KeinFliter,4.0,1.0,0.0,0.0,4.0,Unpredictable
3066,StonkAdvisorBoi,4.0,1.0,0.0,0.0,4.0,Unpredictable
971,Mirari5444,4.0,1.0,0.0,0.0,4.0,Unpredictable
2034,ItTakes2toContango,4.0,1.0,0.0,0.0,4.0,Unpredictable
4545,BullTarded,0.0,0.0,4.0,1.0,4.0,Unpredictable
4265,sauceymike,0.0,0.0,4.0,1.0,4.0,Unpredictable
984,mlars300,4.0,1.0,0.0,0.0,4.0,Unpredictable
1287,m1chae1,3.0,0.75,1.0,0.25,4.0,Unpredictable
1286,JewelTrader,1.0,0.25,3.0,0.75,4.0,Unpredictable
4533,xBigDaddytrader,0.0,0.0,4.0,1.0,4.0,Unpredictable
2018,platinumstocktrader,4.0,1.0,0.0,0.0,4.0,Unpredictable
932,SpaceOddity83,4.0,1.0,0.0,0.0,4.0,Unpredictable
4604,merrdank,0.0,0.0,4.0,1.0,4.0,Unpredictable
1320,J8ui2,4.0,1.0,0.0,0.0,4.0,Unpredictable
2065,HarryBallsagna,4.0,1.0,0.0,0.0,4.0,Unpredictable
2084,Towelie,4.0,1.0,0.0,0.0,4.0,Unpredictable
1860,Perucho305,4.0,1.0,0.0,0.0,4.0,Unpredictable
2074,elywaves,4.0,1.0,0.0,0.0,4.0,Unpredictable
851,rdpnd,4.0,1.0,0.0,0.0,4.0,Unpredictable
868,hayoracle,4.0,1.0,0.0,0.0,4.0,Unpredictable
4648,Goldenmoos,0.0,0.0,4.0,1.0,4.0,Unpredictable
3003,Stocktraderjoee,4.0,1.0,0.0,0.0,4.0,Unpredictable
4232,U_Fomo_In,0.0,0.0,4.0,1.0,4.0,Unpredictable
4247,AnsweredPrayer,0.0,0.0,4.0,1.0,4.0,Unpredictable
879,nfstocks,3.0,0.75,1.0,0.25,4.0,Unpredictable
4631,Spanker2000,0.0,0.0,4.0,1.0,4.0,Unpredictable
3020,5tock0pt10nsTrad3r,4.0,1.0,0.0,0.0,4.0,Unpredictable
4627,coohandluke22,0.0,0.0,4.0,1.0,4.0,Unpredictable
3027,Level4,2.0,0.5,2.0,0.5,4.0,Unpredictable
919,Joelkc1995,4.0,1.0,0.0,0.0,4.0,Unpredictable
920,TradeTuik,4.0,1.0,0.0,0.0,4.0,Unpredictable
3082,eTechTrader,2.0,0.5,2.0,0.5,4.0,Unpredictable
2016,Kirbyone96,4.0,1.0,0.0,0.0,4.0,Unpredictable
1270,FullyProfitable,4.0,1.0,0.0,0.0,4.0,Unpredictable
1157,Banana3,4.0,1.0,0.0,0.0,4.0,Unpredictable
1970,Jasonsample,4.0,1.0,0.0,0.0,4.0,Unpredictable
1229,3TypesofLies,4.0,1.0,0.0,0.0,4.0,Unpredictable
4403,sesierra,0.0,0.0,4.0,1.0,4.0,Unpredictable
1902,SwingTradeToronto,4.0,1.0,0.0,0.0,4.0,Unpredictable
3205,VaccineBull,4.0,1.0,0.0,0.0,4.0,Unpredictable
1141,itraben,4.0,1.0,0.0,0.0,4.0,Unpredictable
4334,optionmeeee,0.0,0.0,4.0,1.0,4.0,Unpredictable
4336,Dudeboy23,0.0,0.0,4.0,1.0,4.0,Unpredictable
1971,WOLFSweepTrader,1.0,0.25,3.0,0.75,4.0,Unpredictable
4375,Naveen4u,0.0,0.0,4.0,1.0,4.0,Unpredictable
1169,Truthispeace,4.0,1.0,0.0,0.0,4.0,Unpredictable
3262,Frenzel1990,3.0,0.75,1.0,0.25,4.0,Unpredictable
4341,chartchasin,0.0,0.0,4.0,1.0,4.0,Unpredictable
1202,dreambuilder82,2.0,0.5,2.0,0.5,4.0,Unpredictable
1179,AngryTradr,3.0,0.75,1.0,0.25,4.0,Unpredictable
4352,starboyxxx,0.0,0.0,4.0,1.0,4.0,Unpredictable
4426,MarkeTimer,0.0,0.0,4.0,1.0,4.0,Unpredictable
3293,Yellafella,4.0,1.0,0.0,0.0,4.0,Unpredictable
3086,Mookpoint,4.0,1.0,0.0,0.0,4.0,Unpredictable
3315,Creampiemaster69,1.0,0.25,3.0,0.75,4.0,Unpredictable
3096,Bizquick,1.0,0.25,3.0,0.75,4.0,Unpredictable
4487,25Million,0.0,0.0,4.0,1.0,4.0,Unpredictable
4484,dracaryss,0.0,0.0,4.0,1.0,4.0,Unpredictable
3111,WANGSTA,4.0,1.0,0.0,0.0,4.0,Unpredictable
1260,jayhibb,4.0,1.0,0.0,0.0,4.0,Unpredictable
4473,QQOO,0.0,0.0,4.0,1.0,4.0,Unpredictable
3323,Turkishstorm,1.0,0.25,3.0,0.75,4.0,Unpredictable
4467,Divslive,0.0,0.0,4.0,1.0,4.0,Unpredictable
4432,Flavia_Rocha,0.0,0.0,4.0,1.0,4.0,Unpredictable
1062,insyyte,4.0,1.0,0.0,0.0,4.0,Unpredictable
1251,optionschankya,1.0,0.25,3.0,0.75,4.0,Unpredictable
1069,FactMachinez,4.0,1.0,0.0,0.0,4.0,Unpredictable
3162,danny_the_b,1.0,0.25,3.0,0.75,4.0,Unpredictable
1974,ARMRreport,4.0,1.0,0.0,0.0,4.0,Unpredictable
1086,DigitalKosmos,4.0,1.0,0.0,0.0,4.0,Unpredictable
1089,BeerMonies,4.0,1.0,0.0,0.0,4.0,Unpredictable
832,tmba,4.0,1.0,0.0,0.0,4.0,Unpredictable
4893,NeverFOMO,0.0,0.0,4.0,1.0,4.0,Unpredictable
1827,realityKingz,4.0,1.0,0.0,0.0,4.0,Unpredictable
1407,MarilynMonroe,4.0,1.0,0.0,0.0,4.0,Unpredictable
2863,Quiter33,2.0,0.5,2.0,0.5,4.0,Unpredictable
1388,chicagosean,4.0,1.0,0.0,0.0,4.0,Unpredictable
745,Hfxebo,4.0,1.0,0.0,0.0,4.0,Unpredictable
1392,sb1,3.0,0.75,1.0,0.25,4.0,Unpredictable
2841,RAYA90,4.0,1.0,0.0,0.0,4.0,Unpredictable
2761,Jmoneycall,3.0,0.75,1.0,0.25,4.0,Unpredictable
735,phfloans,4.0,1.0,0.0,0.0,4.0,Unpredictable
4774,getthatSweetCharlie,0.0,0.0,4.0,1.0,4.0,Unpredictable
727,StonkMonger,4.0,1.0,0.0,0.0,4.0,Unpredictable
2830,TheOptionsGuy,4.0,1.0,0.0,0.0,4.0,Unpredictable
3407,DankStonkTrader,1.0,0.25,3.0,0.75,4.0,Unpredictable
712,OPEN_SPORTS,4.0,1.0,0.0,0.0,4.0,Unpredictable
1439,_HankHill,4.0,1.0,0.0,0.0,4.0,Unpredictable
4864,Zeffie,0.0,0.0,4.0,1.0,4.0,Unpredictable
4799,FateTrader,0.0,0.0,4.0,1.0,4.0,Unpredictable
4803,JustApenny,0.0,0.0,4.0,1.0,4.0,Unpredictable
669,hopsi123,4.0,1.0,0.0,0.0,4.0,Unpredictable
4808,FixProblemsByGettingRich,0.0,0.0,4.0,1.0,4.0,Unpredictable
676,hardyboy74,3.0,0.75,1.0,0.25,4.0,Unpredictable
698,FatherJones,4.0,1.0,0.0,0.0,4.0,Unpredictable
2145,hockeyaddict,2.0,0.5,2.0,0.5,4.0,Unpredictable
1831,SenseiStonks,4.0,1.0,0.0,0.0,4.0,Unpredictable
4118,Cardsfan71,3.0,0.75,1.0,0.25,4.0,Unpredictable
683,connjoltrane,1.0,0.25,3.0,0.75,4.0,Unpredictable
2175,Mafiabull,1.0,0.25,3.0,0.75,4.0,Unpredictable
2794,JoeBuyDemDips,4.0,1.0,0.0,0.0,4.0,Unpredictable
2104,dubsdube,4.0,1.0,0.0,0.0,4.0,Unpredictable
4693,erik23,0.0,0.0,4.0,1.0,4.0,Unpredictable
1449,BearBQ,4.0,1.0,0.0,0.0,4.0,Unpredictable
3371,BillyFreeman,4.0,1.0,0.0,0.0,4.0,Unpredictable
4718,GrindTime,0.0,0.0,4.0,1.0,4.0,Unpredictable
3440,primarywatcher,2.0,0.5,2.0,0.5,4.0,Unpredictable
2909,TendiesApparel,4.0,1.0,0.0,0.0,4.0,Unpredictable
1366,BootyCall,4.0,1.0,0.0,0.0,4.0,Unpredictable
1447,Beg4ChangeSir,1.0,0.25,3.0,0.75,4.0,Unpredictable
4730,Itsagamble,0.0,0.0,4.0,1.0,4.0,Unpredictable
4215,DandriffMuffin,0.0,0.0,4.0,1.0,4.0,Unpredictable
1915,pdd2020,4.0,1.0,0.0,0.0,4.0,Unpredictable
799,Diirtyhippy,4.0,1.0,0.0,0.0,4.0,Unpredictable
774,georgelopeztrill,4.0,1.0,0.0,0.0,4.0,Unpredictable
1852,DrFuture,2.0,0.5,2.0,0.5,4.0,Unpredictable
2390,HNguyen01122,3.0,1.0,0.0,0.0,3.0,Unpredictable
1972,geffaxp,2.0,0.6666666666666666,1.0,0.3333333333333333,3.0,Unpredictable
1921,SEVENXStheGOAT,3.0,1.0,0.0,0.0,3.0,Unpredictable
1703,TillyTilly,3.0,1.0,0.0,0.0,3.0,Unpredictable
3301,RepairGeekz,2.0,0.6666666666666666,1.0,0.3333333333333333,3.0,Unpredictable
2345,Noxious,3.0,1.0,0.0,0.0,3.0,Unpredictable
2498,UncleGroosk,2.0,0.6666666666666666,1.0,0.3333333333333333,3.0,Unpredictable
2378,Kaldunsheek,3.0,1.0,0.0,0.0,3.0,Unpredictable
1905,Slick78,3.0,1.0,0.0,0.0,3.0,Unpredictable
1830,Iminanysom,2.0,0.6666666666666666,1.0,0.3333333333333333,3.0,Unpredictable
1978,IvestorJoe,3.0,1.0,0.0,0.0,3.0,Unpredictable
3264,M9988e,3.0,1.0,0.0,0.0,3.0,Unpredictable
3267,TheNextBigShort,2.0,0.6666666666666666,1.0,0.3333333333333333,3.0,Unpredictable
3447,EPS_MomentuM,2.0,0.6666666666666666,1.0,0.3333333333333333,3.0,Unpredictable
1893,Exman,1.0,0.3333333333333333,2.0,0.6666666666666666,3.0,Unpredictable
2510,ceepo,3.0,1.0,0.0,0.0,3.0,Unpredictable
2687,SuperSignal,3.0,1.0,0.0,0.0,3.0,Unpredictable
3422,sakazakii,3.0,1.0,0.0,0.0,3.0,Unpredictable
3153,Saladuha,3.0,1.0,0.0,0.0,3.0,Unpredictable
1975,fattuna,3.0,1.0,0.0,0.0,3.0,Unpredictable
2210,zentrader85,3.0,1.0,0.0,0.0,3.0,Unpredictable
1898,StockMarketGuru,3.0,1.0,0.0,0.0,3.0,Unpredictable
2215,E458,1.0,0.3333333333333333,2.0,0.6666666666666666,3.0,Unpredictable
1932,bmajor,3.0,1.0,0.0,0.0,3.0,Unpredictable
1692,johnsosd75,2.0,0.6666666666666666,1.0,0.3333333333333333,3.0,Unpredictable
2379,wavehog,3.0,1.0,0.0,0.0,3.0,Unpredictable
2435,Induscreed007,3.0,1.0,0.0,0.0,3.0,Unpredictable
3246,Vin514,3.0,1.0,0.0,0.0,3.0,Unpredictable
2174,HaulinOats,3.0,1.0,0.0,0.0,3.0,Unpredictable
3435,Mruiz0909,3.0,1.0,0.0,0.0,3.0,Unpredictable
3224,TakeProfits_CutLoses,2.0,0.6666666666666666,1.0,0.3333333333333333,3.0,Unpredictable
3220,MMA_STOCKS_three_,3.0,1.0,0.0,0.0,3.0,Unpredictable
2724,DarlingintheFranxx,3.0,1.0,0.0,0.0,3.0,Unpredictable
2438,aomine,3.0,1.0,0.0,0.0,3.0,Unpredictable
3200,Noburi,3.0,1.0,0.0,0.0,3.0,Unpredictable
2716,rubyviana19,3.0,1.0,0.0,0.0,3.0,Unpredictable
3470,Vmr330,3.0,1.0,0.0,0.0,3.0,Unpredictable
3179,April0505,3.0,1.0,0.0,0.0,3.0,Unpredictable
3177,PJNobrega,3.0,1.0,0.0,0.0,3.0,Unpredictable
2177,DrToldYou,3.0,1.0,0.0,0.0,3.0,Unpredictable
2365,bixbyd1,1.0,0.3333333333333333,2.0,0.6666666666666666,3.0,Unpredictable
1965,noonan1994,3.0,1.0,0.0,0.0,3.0,Unpredictable
2781,MCtrades1,1.0,0.3333333333333333,2.0,0.6666666666666666,3.0,Unpredictable
2209,SwingPyro,2.0,0.6666666666666666,1.0,0.3333333333333333,3.0,Unpredictable
3608,d_investor,1.0,0.3333333333333333,2.0,0.6666666666666666,3.0,Unpredictable
