,Security,Bullish Occurences,Bullish Percentages,Bearish Occurences,Bearish Percentages,Total,Naive Sentiment Prediction
1186,$41,3.0,1.0,0.0,0.0,3.0,Unpredictable
792,$FAST,3.0,1.0,0.0,0.0,3.0,Unpredictable
425,$$$$$$,2.0,0.6666666666666666,1.0,0.3333333333333333,3.0,Unpredictable
427,$APTO,3.0,1.0,0.0,0.0,3.0,Unpredictable
699,$UNH,2.0,0.6666666666666666,1.0,0.3333333333333333,3.0,Unpredictable
703,$DJI,1.0,0.3333333333333333,2.0,0.6666666666666666,3.0,Unpredictable
1377,$130,0.0,0.0,3.0,1.0,3.0,Unpredictable
903,$8,2.0,0.6666666666666666,1.0,0.3333333333333333,3.0,Unpredictable
659,$IMV,3.0,1.0,0.0,0.0,3.0,Unpredictable
1026,$46,3.0,1.0,0.0,0.0,3.0,Unpredictable
603,$ECOR,3.0,1.0,0.0,0.0,3.0,Unpredictable
996,$MCD,2.0,0.6666666666666666,1.0,0.3333333333333333,3.0,Unpredictable
977,$135.40,3.0,1.0,0.0,0.0,3.0,Unpredictable
959,$280,1.0,0.3333333333333333,2.0,0.6666666666666666,3.0,Unpredictable
909,$DIA.,1.0,0.3333333333333333,2.0,0.6666666666666666,3.0,Unpredictable
890,$PPG,2.0,0.6666666666666666,1.0,0.3333333333333333,3.0,Unpredictable
627,$VISL,3.0,1.0,0.0,0.0,3.0,Unpredictable
887,$ERIC,1.0,0.3333333333333333,2.0,0.6666666666666666,3.0,Unpredictable
552,$XLV,3.0,1.0,0.0,0.0,3.0,Unpredictable
879,$14,2.0,0.6666666666666666,1.0,0.3333333333333333,3.0,Unpredictable
410,$70,2.0,0.6666666666666666,1.0,0.3333333333333333,3.0,Unpredictable
863,$20k,2.0,0.6666666666666666,1.0,0.3333333333333333,3.0,Unpredictable
860,$61,3.0,1.0,0.0,0.0,3.0,Unpredictable
570,$140,3.0,1.0,0.0,0.0,3.0,Unpredictable
741,$NXTD,3.0,1.0,0.0,0.0,3.0,Unpredictable
737,$TWLO,1.0,0.3333333333333333,2.0,0.6666666666666666,3.0,Unpredictable
735,$JRJC,3.0,1.0,0.0,0.0,3.0,Unpredictable
1371,$863,0.0,0.0,3.0,1.0,3.0,Unpredictable
468,$XTZ.X,3.0,1.0,0.0,0.0,3.0,Unpredictable
1102,$37,3.0,1.0,0.0,0.0,3.0,Unpredictable
597,$75,3.0,1.0,0.0,0.0,3.0,Unpredictable
717,$GLMD,3.0,1.0,0.0,0.0,3.0,Unpredictable
1046,$9.95,3.0,1.0,0.0,0.0,3.0,Unpredictable
1045,$9.25,3.0,1.0,0.0,0.0,3.0,Unpredictable
1044,$8.25,3.0,1.0,0.0,0.0,3.0,Unpredictable
497,$OGEN,3.0,1.0,0.0,0.0,3.0,Unpredictable
578,$330+,3.0,1.0,0.0,0.0,3.0,Unpredictable
732,$2000,2.0,0.6666666666666666,1.0,0.3333333333333333,3.0,Unpredictable
598,$ARKK,3.0,1.0,0.0,0.0,3.0,Unpredictable
613,$RDS.B,3.0,1.0,0.0,0.0,3.0,Unpredictable
1476,$JBHT,0.0,0.0,3.0,1.0,3.0,Unpredictable
1333,$295,0.0,0.0,3.0,1.0,3.0,Unpredictable
1335,$125,0.0,0.0,3.0,1.0,3.0,Unpredictable
712,$BA.,3.0,1.0,0.0,0.0,3.0,Unpredictable
787,$SWBI,2.0,0.6666666666666666,1.0,0.3333333333333333,3.0,Unpredictable
51,$APHA,2.0,0.6666666666666666,1.0,0.3333333333333333,3.0,Unpredictable
129,$JMIA,3.0,1.0,0.0,0.0,3.0,Unpredictable
119,$FDN,3.0,1.0,0.0,0.0,3.0,Unpredictable
256,$ATVI,3.0,1.0,0.0,0.0,3.0,Unpredictable
40,$DSS,3.0,1.0,0.0,0.0,3.0,Unpredictable
211,$316,2.0,0.6666666666666666,1.0,0.3333333333333333,3.0,Unpredictable
32,$APT,3.0,1.0,0.0,0.0,3.0,Unpredictable
208,$SPOT,3.0,1.0,0.0,0.0,3.0,Unpredictable
93,$INVH,3.0,1.0,0.0,0.0,3.0,Unpredictable
367,$FAS,3.0,1.0,0.0,0.0,3.0,Unpredictable
265,$NOW,2.0,0.6666666666666666,1.0,0.3333333333333333,3.0,Unpredictable
296,$308,1.0,0.3333333333333333,2.0,0.6666666666666666,3.0,Unpredictable
309,$PENN,1.0,0.3333333333333333,2.0,0.6666666666666666,3.0,Unpredictable
347,$475,3.0,1.0,0.0,0.0,3.0,Unpredictable
82,$MA,3.0,1.0,0.0,0.0,3.0,Unpredictable
203,$160,3.0,1.0,0.0,0.0,3.0,Unpredictable
350,$UUP,1.0,0.3333333333333333,2.0,0.6666666666666666,3.0,Unpredictable
355,$YOLO,3.0,1.0,0.0,0.0,3.0,Unpredictable
63,$IWN,2.0,0.6666666666666666,1.0,0.3333333333333333,3.0,Unpredictable
363,$SE,3.0,1.0,0.0,0.0,3.0,Unpredictable
70,$𝟏𝟐𝟎𝟎𝟎,3.0,1.0,0.0,0.0,3.0,Unpredictable
71,$𝟏.𝟐𝐌,3.0,1.0,0.0,0.0,3.0,Unpredictable
243,$COMP,3.0,1.0,0.0,0.0,3.0,Unpredictable
159,$CLVS,3.0,1.0,0.0,0.0,3.0,Unpredictable
393,$TGT,3.0,1.0,0.0,0.0,3.0,Unpredictable
317,$274.30,3.0,1.0,0.0,0.0,3.0,Unpredictable
217,$SOXL,1.0,0.3333333333333333,2.0,0.6666666666666666,3.0,Unpredictable
403,$XRP.X,2.0,0.6666666666666666,1.0,0.3333333333333333,3.0,Unpredictable
39,$LACQ,3.0,1.0,0.0,0.0,3.0,Unpredictable
224,$BLU,3.0,1.0,0.0,0.0,3.0,Unpredictable
215,$ZN_F,3.0,1.0,0.0,0.0,3.0,Unpredictable
74,$SIX,3.0,1.0,0.0,0.0,3.0,Unpredictable
934,$CPCE,2.0,1.0,0.0,0.0,2.0,Unpredictable
635,$MNK,2.0,1.0,0.0,0.0,2.0,Unpredictable
955,$AYTU,2.0,1.0,0.0,0.0,2.0,Unpredictable
958,$225,2.0,1.0,0.0,0.0,2.0,Unpredictable
639,$XLP,2.0,1.0,0.0,0.0,2.0,Unpredictable
322,$PSV,2.0,1.0,0.0,0.0,2.0,Unpredictable
640,$1.38,1.0,0.5,1.0,0.5,2.0,Unpredictable
314,$34.67,2.0,1.0,0.0,0.0,2.0,Unpredictable
642,$3130,1.0,0.5,1.0,0.5,2.0,Unpredictable
1175,$131,2.0,1.0,0.0,0.0,2.0,Unpredictable
917,$XLU,2.0,1.0,0.0,0.0,2.0,Unpredictable
295,$308.,2.0,1.0,0.0,0.0,2.0,Unpredictable
648,$ELGX,2.0,1.0,0.0,0.0,2.0,Unpredictable
80,$PDD,2.0,1.0,0.0,0.0,2.0,Unpredictable
1393,$600/week,0.0,0.0,2.0,1.0,2.0,Unpredictable
1174,$126,2.0,1.0,0.0,0.0,2.0,Unpredictable
657,$PRPL,2.0,1.0,0.0,0.0,2.0,Unpredictable
1387,$JNK,0.0,0.0,2.0,1.0,2.0,Unpredictable
938,$339.,2.0,1.0,0.0,0.0,2.0,Unpredictable
78,$230,2.0,1.0,0.0,0.0,2.0,Unpredictable
326,$375,2.0,1.0,0.0,0.0,2.0,Unpredictable
664,$180,2.0,1.0,0.0,0.0,2.0,Unpredictable
77,$32,2.0,1.0,0.0,0.0,2.0,Unpredictable
1384,$100k,0.0,0.0,2.0,1.0,2.0,Unpredictable
195,$TME,2.0,1.0,0.0,0.0,2.0,Unpredictable
328,$10k,1.0,0.5,1.0,0.5,2.0,Unpredictable
575,$X,1.0,0.5,1.0,0.5,2.0,Unpredictable
921,$ISRG,1.0,0.5,1.0,0.5,2.0,Unpredictable
634,$RUN,2.0,1.0,0.0,0.0,2.0,Unpredictable
1420,$SPY...,0.0,0.0,2.0,1.0,2.0,Unpredictable
954,$339,2.0,1.0,0.0,0.0,2.0,Unpredictable
1178,$KOLD,1.0,0.5,1.0,0.5,2.0,Unpredictable
1179,$2980,2.0,1.0,0.0,0.0,2.0,Unpredictable
947,$DNR,2.0,1.0,0.0,0.0,2.0,Unpredictable
1180,$3090,2.0,1.0,0.0,0.0,2.0,Unpredictable
619,$RRR,2.0,1.0,0.0,0.0,2.0,Unpredictable
1181,$3120,2.0,1.0,0.0,0.0,2.0,Unpredictable
303,$1.4,2.0,1.0,0.0,0.0,2.0,Unpredictable
1182,$3180,2.0,1.0,0.0,0.0,2.0,Unpredictable
927,$CSX,2.0,1.0,0.0,0.0,2.0,Unpredictable
1183,$2905,2.0,1.0,0.0,0.0,2.0,Unpredictable
1383,,0.0,0.0,2.0,1.0,2.0,Unpredictable
625,$7.50,2.0,1.0,0.0,0.0,2.0,Unpredictable
101,$CLNE,2.0,1.0,0.0,0.0,2.0,Unpredictable
1176,$114.30,2.0,1.0,0.0,0.0,2.0,Unpredictable
1410,$319.,0.0,0.0,2.0,1.0,2.0,Unpredictable
629,$80.9,2.0,1.0,0.0,0.0,2.0,Unpredictable
593,$ALL,2.0,1.0,0.0,0.0,2.0,Unpredictable
590,$12,2.0,1.0,0.0,0.0,2.0,Unpredictable
611,$Z,2.0,1.0,0.0,0.0,2.0,Unpredictable
1441,$SQQQ.,0.0,0.0,2.0,1.0,2.0,Unpredictable
1409,$VXN,0.0,0.0,2.0,1.0,2.0,Unpredictable
923,$3k,2.0,1.0,0.0,0.0,2.0,Unpredictable
941,$IRBT,1.0,0.5,1.0,0.5,2.0,Unpredictable
633,$VNET,2.0,1.0,0.0,0.0,2.0,Unpredictable
953,$SPY:,1.0,0.5,1.0,0.5,2.0,Unpredictable
1428,$2.59,0.0,0.0,2.0,1.0,2.0,Unpredictable
1173,$121,2.0,1.0,0.0,0.0,2.0,Unpredictable
68,$750,1.0,0.5,1.0,0.5,2.0,Unpredictable
764,$ZOM,2.0,1.0,0.0,0.0,2.0,Unpredictable
1320,$RIG,0.0,0.0,2.0,1.0,2.0,Unpredictable
1247,$174,2.0,1.0,0.0,0.0,2.0,Unpredictable
748,$UDOW,2.0,1.0,0.0,0.0,2.0,Unpredictable
843,$333,2.0,1.0,0.0,0.0,2.0,Unpredictable
1249,$65.25,2.0,1.0,0.0,0.0,2.0,Unpredictable
1250,$66.30,2.0,1.0,0.0,0.0,2.0,Unpredictable
1251,$68.30,2.0,1.0,0.0,0.0,2.0,Unpredictable
1252,$59.35,2.0,1.0,0.0,0.0,2.0,Unpredictable
755,$LVS,1.0,0.5,1.0,0.5,2.0,Unpredictable
757,$1M,1.0,0.5,1.0,0.5,2.0,Unpredictable
1253,$264,2.0,1.0,0.0,0.0,2.0,Unpredictable
836,$PHAS,2.0,1.0,0.0,0.0,2.0,Unpredictable
1310,$314.,0.0,0.0,2.0,1.0,2.0,Unpredictable
833,$146,2.0,1.0,0.0,0.0,2.0,Unpredictable
1306,$71,0.0,0.0,2.0,1.0,2.0,Unpredictable
1378,$113,0.0,0.0,2.0,1.0,2.0,Unpredictable
766,$HEXO,2.0,1.0,0.0,0.0,2.0,Unpredictable
772,$IVR,1.0,0.5,1.0,0.5,2.0,Unpredictable
824,$DHI,2.0,1.0,0.0,0.0,2.0,Unpredictable
237,$FVRR,2.0,1.0,0.0,0.0,2.0,Unpredictable
1291,$SWIR,2.0,1.0,0.0,0.0,2.0,Unpredictable
784,$AEY,2.0,1.0,0.0,0.0,2.0,Unpredictable
785,$RGR,2.0,1.0,0.0,0.0,2.0,Unpredictable
786,$100+,2.0,1.0,0.0,0.0,2.0,Unpredictable
216,$ISR,2.0,1.0,0.0,0.0,2.0,Unpredictable
789,$200.,1.0,0.5,1.0,0.5,2.0,Unpredictable
808,$PSLV,2.0,1.0,0.0,0.0,2.0,Unpredictable
807,$TAL,2.0,1.0,0.0,0.0,2.0,Unpredictable
806,$ICVT,2.0,1.0,0.0,0.0,2.0,Unpredictable
805,$PAAS,2.0,1.0,0.0,0.0,2.0,Unpredictable
845,$3200,1.0,0.5,1.0,0.5,2.0,Unpredictable
847,$323.50,2.0,1.0,0.0,0.0,2.0,Unpredictable
848,$MARK,2.0,1.0,0.0,0.0,2.0,Unpredictable
247,$BHAT,2.0,1.0,0.0,0.0,2.0,Unpredictable
281,$27K,1.0,0.5,1.0,0.5,2.0,Unpredictable
896,$342,2.0,1.0,0.0,0.0,2.0,Unpredictable
676,$RSPI,2.0,1.0,0.0,0.0,2.0,Unpredictable
572,$QCOM,2.0,1.0,0.0,0.0,2.0,Unpredictable
679,$15,2.0,1.0,0.0,0.0,2.0,Unpredictable
680,$298,1.0,0.5,1.0,0.5,2.0,Unpredictable
682,$316.,1.0,0.5,1.0,0.5,2.0,Unpredictable
26,$GOLD,2.0,1.0,0.0,0.0,2.0,Unpredictable
891,$HHT,2.0,1.0,0.0,0.0,2.0,Unpredictable
889,$332,2.0,1.0,0.0,0.0,2.0,Unpredictable
1215,$5.06,2.0,1.0,0.0,0.0,2.0,Unpredictable
1362,$QQQM,0.0,0.0,2.0,1.0,2.0,Unpredictable
883,$VRNA,2.0,1.0,0.0,0.0,2.0,Unpredictable
880,$25,1.0,0.5,1.0,0.5,2.0,Unpredictable
698,$95,1.0,0.5,1.0,0.5,2.0,Unpredictable
877,$SMH,1.0,0.5,1.0,0.5,2.0,Unpredictable
873,$370,2.0,1.0,0.0,0.0,2.0,Unpredictable
266,$LYV,1.0,0.5,1.0,0.5,2.0,Unpredictable
710,$AA,2.0,1.0,0.0,0.0,2.0,Unpredictable
1229,$1.08,2.0,1.0,0.0,0.0,2.0,Unpredictable
1345,$AMZN.,0.0,0.0,2.0,1.0,2.0,Unpredictable
1232,$IAU,1.0,0.5,1.0,0.5,2.0,Unpredictable
862,$DVAX,1.0,0.5,1.0,0.5,2.0,Unpredictable
722,$20+,2.0,1.0,0.0,0.0,2.0,Unpredictable
730,$ZOOM,2.0,1.0,0.0,0.0,2.0,Unpredictable
258,$NFIN,2.0,1.0,0.0,0.0,2.0,Unpredictable
253,$5000,1.0,0.5,1.0,0.5,2.0,Unpredictable
849,$450,1.0,0.5,1.0,0.5,2.0,Unpredictable
740,$LK,1.0,0.5,1.0,0.5,2.0,Unpredictable
1451,$1700,0.0,0.0,2.0,1.0,2.0,Unpredictable
803,$16,1.0,0.5,1.0,0.5,2.0,Unpredictable
514,$TSLA.,2.0,1.0,0.0,0.0,2.0,Unpredictable
522,$2MM,2.0,1.0,0.0,0.0,2.0,Unpredictable
148,$ACHV,2.0,1.0,0.0,0.0,2.0,Unpredictable
1128,$248.25,2.0,1.0,0.0,0.0,2.0,Unpredictable
1129,$249.10,2.0,1.0,0.0,0.0,2.0,Unpredictable
1003,$FSLY,1.0,0.5,1.0,0.5,2.0,Unpredictable
1130,$235.40,2.0,1.0,0.0,0.0,2.0,Unpredictable
433,$ABBV,2.0,1.0,0.0,0.0,2.0,Unpredictable
128,$GRAF,2.0,1.0,0.0,0.0,2.0,Unpredictable
125,$XYF,2.0,1.0,0.0,0.0,2.0,Unpredictable
345,$1800,1.0,0.5,1.0,0.5,2.0,Unpredictable
999,$PRTY,1.0,0.5,1.0,0.5,2.0,Unpredictable
344,$GC_F,2.0,1.0,0.0,0.0,2.0,Unpredictable
1006,$UCO,1.0,0.5,1.0,0.5,2.0,Unpredictable
998,$NBL,2.0,1.0,0.0,0.0,2.0,Unpredictable
1114,$AQST,2.0,1.0,0.0,0.0,2.0,Unpredictable
16,$CRWD,2.0,1.0,0.0,0.0,2.0,Unpredictable
187,$O,2.0,1.0,0.0,0.0,2.0,Unpredictable
481,$NAAD,2.0,1.0,0.0,0.0,2.0,Unpredictable
995,$314.10,2.0,1.0,0.0,0.0,2.0,Unpredictable
1488,$MRNA.,0.0,0.0,2.0,1.0,2.0,Unpredictable
530,$400.,2.0,1.0,0.0,0.0,2.0,Unpredictable
531,$10.10,2.0,1.0,0.0,0.0,2.0,Unpredictable
994,$334.45,2.0,1.0,0.0,0.0,2.0,Unpredictable
511,$1.8𝙈,2.0,1.0,0.0,0.0,2.0,Unpredictable
1089,$MTP,2.0,1.0,0.0,0.0,2.0,Unpredictable
480,$MAGA,2.0,1.0,0.0,0.0,2.0,Unpredictable
502,$VUZI,1.0,0.5,1.0,0.5,2.0,Unpredictable
1120,$326.85,2.0,1.0,0.0,0.0,2.0,Unpredictable
381,$2k,2.0,1.0,0.0,0.0,2.0,Unpredictable
493,$MRVL,2.0,1.0,0.0,0.0,2.0,Unpredictable
1098,$525.65,2.0,1.0,0.0,0.0,2.0,Unpredictable
1097,$516.45,2.0,1.0,0.0,0.0,2.0,Unpredictable
1096,$510,2.0,1.0,0.0,0.0,2.0,Unpredictable
498,$OSMT,2.0,1.0,0.0,0.0,2.0,Unpredictable
1095,$1580,2.0,1.0,0.0,0.0,2.0,Unpredictable
1010,$TESLA,2.0,1.0,0.0,0.0,2.0,Unpredictable
1009,$323.,1.0,0.5,1.0,0.5,2.0,Unpredictable
380,$25.,2.0,1.0,0.0,0.0,2.0,Unpredictable
1555,$265,0.0,0.0,2.0,1.0,2.0,Unpredictable
1503,$299,0.0,0.0,2.0,1.0,2.0,Unpredictable
149,$JAGX,2.0,1.0,0.0,0.0,2.0,Unpredictable
1053,$ZTS,2.0,1.0,0.0,0.0,2.0,Unpredictable
178,$BAT.X,1.0,0.5,1.0,0.5,2.0,Unpredictable
352,$CJJD,2.0,1.0,0.0,0.0,2.0,Unpredictable
1127,$247.60,2.0,1.0,0.0,0.0,2.0,Unpredictable
349,$TNXP,2.0,1.0,0.0,0.0,2.0,Unpredictable
386,$MNCL,2.0,1.0,0.0,0.0,2.0,Unpredictable
485,$TAN,2.0,1.0,0.0,0.0,2.0,Unpredictable
1057,$NBY,2.0,1.0,0.0,0.0,2.0,Unpredictable
993,$329.20,2.0,1.0,0.0,0.0,2.0,Unpredictable
533,$SDOW,1.0,0.5,1.0,0.5,2.0,Unpredictable
536,$48.50,2.0,1.0,0.0,0.0,2.0,Unpredictable
1080,$3.,2.0,1.0,0.0,0.0,2.0,Unpredictable
375,$CNC,2.0,1.0,0.0,0.0,2.0,Unpredictable
1136,$129.10,2.0,1.0,0.0,0.0,2.0,Unpredictable
395,$OPGN,2.0,1.0,0.0,0.0,2.0,Unpredictable
422,$GRTS,2.0,1.0,0.0,0.0,2.0,Unpredictable
554,$ABEV,2.0,1.0,0.0,0.0,2.0,Unpredictable
555,$335,1.0,0.5,1.0,0.5,2.0,Unpredictable
401,$.14,1.0,0.5,1.0,0.5,2.0,Unpredictable
975,$138.25,2.0,1.0,0.0,0.0,2.0,Unpredictable
135,$GLBS,2.0,1.0,0.0,0.0,2.0,Unpredictable
974,$137.6,2.0,1.0,0.0,0.0,2.0,Unpredictable
1064,$GPRO,1.0,0.5,1.0,0.5,2.0,Unpredictable
366,$RTY_F,2.0,1.0,0.0,0.0,2.0,Unpredictable
971,$BIMI,2.0,1.0,0.0,0.0,2.0,Unpredictable
970,$SGBX,2.0,1.0,0.0,0.0,2.0,Unpredictable
134,$CTRM,2.0,1.0,0.0,0.0,2.0,Unpredictable
1070,$COKE,1.0,0.5,1.0,0.5,2.0,Unpredictable
1078,$39,2.0,1.0,0.0,0.0,2.0,Unpredictable
414,$CIT,2.0,1.0,0.0,0.0,2.0,Unpredictable
1072,$OMI,2.0,1.0,0.0,0.0,2.0,Unpredictable
1108,$AXP,2.0,1.0,0.0,0.0,2.0,Unpredictable
1028,$CHWY,2.0,1.0,0.0,0.0,2.0,Unpredictable
1039,$266,2.0,1.0,0.0,0.0,2.0,Unpredictable
177,$MGI,2.0,1.0,0.0,0.0,2.0,Unpredictable
983,$TNA,1.0,0.5,1.0,0.5,2.0,Unpredictable
109,$KTB,2.0,1.0,0.0,0.0,2.0,Unpredictable
162,$TICK,2.0,1.0,0.0,0.0,2.0,Unpredictable
1103,$38.25,2.0,1.0,0.0,0.0,2.0,Unpredictable
987,$PLUG,2.0,1.0,0.0,0.0,2.0,Unpredictable
986,$12.10,2.0,1.0,0.0,0.0,2.0,Unpredictable
458,$BUD,2.0,1.0,0.0,0.0,2.0,Unpredictable
1477,$NFLX.,0.0,0.0,2.0,1.0,2.0,Unpredictable
545,$312.77,1.0,0.5,1.0,0.5,2.0,Unpredictable
20,$$SPY,1.0,0.5,1.0,0.5,2.0,Unpredictable
1025,$55.15,2.0,1.0,0.0,0.0,2.0,Unpredictable
180,$GPS,2.0,1.0,0.0,0.0,2.0,Unpredictable
476,$BIOL,2.0,1.0,0.0,0.0,2.0,Unpredictable
378,$KBLB,2.0,1.0,0.0,0.0,2.0,Unpredictable
1536,$VIX.,0.0,0.0,2.0,1.0,2.0,Unpredictable
1562,$1.23,0.0,0.0,2.0,1.0,2.0,Unpredictable
1027,$36,2.0,1.0,0.0,0.0,2.0,Unpredictable
1099,$484.45,1.0,1.0,0.0,0.0,1.0,Unpredictable
1245,$37.90,1.0,1.0,0.0,0.0,1.0,Unpredictable
1239,$29,1.0,1.0,0.0,0.0,1.0,Unpredictable
1234,$CURE,1.0,1.0,0.0,0.0,1.0,Unpredictable
1235,$XPH,1.0,1.0,0.0,0.0,1.0,Unpredictable
1101,$325!,1.0,1.0,0.0,0.0,1.0,Unpredictable
139,$DFEN,1.0,1.0,0.0,0.0,1.0,Unpredictable
1238,$34,1.0,1.0,0.0,0.0,1.0,Unpredictable
1236,$30-$50,1.0,1.0,0.0,0.0,1.0,Unpredictable
1241,$138.10,1.0,1.0,0.0,0.0,1.0,Unpredictable
1237,$31.20,1.0,1.0,0.0,0.0,1.0,Unpredictable
1100,$MXC,1.0,1.0,0.0,0.0,1.0,Unpredictable
1243,$138.90,1.0,1.0,0.0,0.0,1.0,Unpredictable
1242,$138.50,1.0,1.0,0.0,0.0,1.0,Unpredictable
1244,$469,1.0,1.0,0.0,0.0,1.0,Unpredictable
1153,$SNR,1.0,1.0,0.0,0.0,1.0,Unpredictable
1246,$38.95,1.0,1.0,0.0,0.0,1.0,Unpredictable
1081,$CI,1.0,1.0,0.0,0.0,1.0,Unpredictable
1264,$267.60,1.0,1.0,0.0,0.0,1.0,Unpredictable
1265,$268.25,1.0,1.0,0.0,0.0,1.0,Unpredictable
1266,$269.10,1.0,1.0,0.0,0.0,1.0,Unpredictable
1267,$255.40,1.0,1.0,0.0,0.0,1.0,Unpredictable
1083,$GAIN,1.0,1.0,0.0,0.0,1.0,Unpredictable
1082,$46.,1.0,1.0,0.0,0.0,1.0,Unpredictable
1268,$1540,1.0,1.0,0.0,0.0,1.0,Unpredictable
1269,$76.69,1.0,1.0,0.0,0.0,1.0,Unpredictable
1263,$262,1.0,1.0,0.0,0.0,1.0,Unpredictable
1270,$79.25,1.0,1.0,0.0,0.0,1.0,Unpredictable
1271,$81.30,1.0,1.0,0.0,0.0,1.0,Unpredictable
1272,$83.30,1.0,1.0,0.0,0.0,1.0,Unpredictable
1273,$73.25,1.0,1.0,0.0,0.0,1.0,Unpredictable
1274,$TOLL,1.0,1.0,0.0,0.0,1.0,Unpredictable
1079,$NAKD,1.0,1.0,0.0,0.0,1.0,Unpredictable
1077,$EXC,1.0,1.0,0.0,0.0,1.0,Unpredictable
1084,$IWM!,1.0,1.0,0.0,0.0,1.0,Unpredictable
1262,$326.70,1.0,1.0,0.0,0.0,1.0,Unpredictable
1248,$239,1.0,1.0,0.0,0.0,1.0,Unpredictable
1107,$330!,1.0,1.0,0.0,0.0,1.0,Unpredictable
1093,$STG,1.0,1.0,0.0,0.0,1.0,Unpredictable
1092,$LRN,1.0,1.0,0.0,0.0,1.0,Unpredictable
1091,$157,1.0,1.0,0.0,0.0,1.0,Unpredictable
1090,$240k...,1.0,1.0,0.0,0.0,1.0,Unpredictable
1254,$6.05,1.0,1.0,0.0,0.0,1.0,Unpredictable
1255,$178,1.0,1.0,0.0,0.0,1.0,Unpredictable
1088,$GUSH,1.0,1.0,0.0,0.0,1.0,Unpredictable
1087,$500.,1.0,1.0,0.0,0.0,1.0,Unpredictable
1261,$322.50,1.0,1.0,0.0,0.0,1.0,Unpredictable
1086,$SDC,1.0,1.0,0.0,0.0,1.0,Unpredictable
1256,$183.55,1.0,1.0,0.0,0.0,1.0,Unpredictable
1257,$186.39,1.0,1.0,0.0,0.0,1.0,Unpredictable
1258,$189.20,1.0,1.0,0.0,0.0,1.0,Unpredictable
1259,$172,1.0,1.0,0.0,0.0,1.0,Unpredictable
1260,$MGEN,1.0,1.0,0.0,0.0,1.0,Unpredictable
1085,$IPIX,1.0,1.0,0.0,0.0,1.0,Unpredictable
42,$3186.,1.0,1.0,0.0,0.0,1.0,Unpredictable
1115,$CERC,1.0,1.0,0.0,0.0,1.0,Unpredictable
1231,$8.92,1.0,1.0,0.0,0.0,1.0,Unpredictable
1140,$FTXO,1.0,1.0,0.0,0.0,1.0,Unpredictable
1167,$431.60,1.0,1.0,0.0,0.0,1.0,Unpredictable
1142,$USFR,1.0,1.0,0.0,0.0,1.0,Unpredictable
1168,$401.30,1.0,1.0,0.0,0.0,1.0,Unpredictable
1169,$12.95,1.0,1.0,0.0,0.0,1.0,Unpredictable
1170,$13.40,1.0,1.0,0.0,0.0,1.0,Unpredictable
1171,$14.01,1.0,1.0,0.0,0.0,1.0,Unpredictable
1141,$17.87.,1.0,1.0,0.0,0.0,1.0,Unpredictable
1172,$11.01,1.0,1.0,0.0,0.0,1.0,Unpredictable
1276,$CLX,1.0,1.0,0.0,0.0,1.0,Unpredictable
1166,$425.20,1.0,1.0,0.0,0.0,1.0,Unpredictable
103,$QD,1.0,1.0,0.0,0.0,1.0,Unpredictable
1177,$RDS.A,1.0,1.0,0.0,0.0,1.0,Unpredictable
106,$AEZS,1.0,1.0,0.0,0.0,1.0,Unpredictable
121,$320C,1.0,1.0,0.0,0.0,1.0,Unpredictable
100,$1400/share....,1.0,1.0,0.0,0.0,1.0,Unpredictable
124,$60PT,1.0,1.0,0.0,0.0,1.0,Unpredictable
88,$MRK,1.0,1.0,0.0,0.0,1.0,Unpredictable
1189,$90.01,1.0,1.0,0.0,0.0,1.0,Unpredictable
1143,$25.11.,1.0,1.0,0.0,0.0,1.0,Unpredictable
1144,$GOCO,1.0,1.0,0.0,0.0,1.0,Unpredictable
1191,$96,1.0,1.0,0.0,0.0,1.0,Unpredictable
1149,$BDN,1.0,1.0,0.0,0.0,1.0,Unpredictable
1155,$MDLY,1.0,1.0,0.0,0.0,1.0,Unpredictable
1156,$ANF,1.0,1.0,0.0,0.0,1.0,Unpredictable
1157,$167.34,1.0,1.0,0.0,0.0,1.0,Unpredictable
1152,$318.10,1.0,1.0,0.0,0.0,1.0,Unpredictable
1158,$168.37,1.0,1.0,0.0,0.0,1.0,Unpredictable
1151,$CRM,1.0,1.0,0.0,0.0,1.0,Unpredictable
1150,$ZSAN,1.0,1.0,0.0,0.0,1.0,Unpredictable
1159,$169.87,1.0,1.0,0.0,0.0,1.0,Unpredictable
1148,$EDTK,1.0,1.0,0.0,0.0,1.0,Unpredictable
1145,$IMMP,1.0,1.0,0.0,0.0,1.0,Unpredictable
1160,$171.42,1.0,1.0,0.0,0.0,1.0,Unpredictable
1161,$163.45,1.0,1.0,0.0,0.0,1.0,Unpredictable
1147,$GRUB,1.0,1.0,0.0,0.0,1.0,Unpredictable
1146,$$3.5+,1.0,1.0,0.0,0.0,1.0,Unpredictable
1162,$QQEW,1.0,1.0,0.0,0.0,1.0,Unpredictable
1163,$BRBR,1.0,1.0,0.0,0.0,1.0,Unpredictable
1164,$405,1.0,1.0,0.0,0.0,1.0,Unpredictable
1165,$419.15,1.0,1.0,0.0,0.0,1.0,Unpredictable
1190,$94,1.0,1.0,0.0,0.0,1.0,Unpredictable
1192,$97,1.0,1.0,0.0,0.0,1.0,Unpredictable
1230,$35/45,1.0,1.0,0.0,0.0,1.0,Unpredictable
1223,$),1.0,1.0,0.0,0.0,1.0,Unpredictable
