,User,Bullish Occurences,Bullish Percentages,Bearish Occurences,Bearish Percentages,Total,Naive Sentiment Prediction
991,lqqkerinsiderDOTcom,2.0,1.0,0.0,0.0,2.0,Unpredictable
972,Redwhiteblue,2.0,1.0,0.0,0.0,2.0,Unpredictable
1091,NDX100,2.0,1.0,0.0,0.0,2.0,Unpredictable
892,cptjarvis,2.0,1.0,0.0,0.0,2.0,Unpredictable
898,carlxander85,2.0,1.0,0.0,0.0,2.0,Unpredictable
1191,panghawamo12,2.0,1.0,0.0,0.0,2.0,Unpredictable
19,u_Can,2.0,1.0,0.0,0.0,2.0,Unpredictable
3068,NeverFOMO,0.0,0.0,2.0,1.0,2.0,Unpredictable
3066,Cowbell24,0.0,0.0,2.0,1.0,2.0,Unpredictable
1394,Bulltango,2.0,1.0,0.0,0.0,2.0,Unpredictable
3101,ak141998,0.0,0.0,2.0,1.0,2.0,Unpredictable
1393,Antlive12,2.0,1.0,0.0,0.0,2.0,Unpredictable
3184,trey01,0.0,0.0,2.0,1.0,2.0,Unpredictable
999,Pyramid_Patsy,1.0,0.5,1.0,0.5,2.0,Unpredictable
3102,RainbowStockington,0.0,0.0,2.0,1.0,2.0,Unpredictable
101,samantharaisner71,2.0,1.0,0.0,0.0,2.0,Unpredictable
1190,Trentrcook,2.0,1.0,0.0,0.0,2.0,Unpredictable
1087,monstermoney,2.0,1.0,0.0,0.0,2.0,Unpredictable
98,finneganfader09,2.0,1.0,0.0,0.0,2.0,Unpredictable
1081,nacho_cheeze,2.0,1.0,0.0,0.0,2.0,Unpredictable
3180,Closetiguana,0.0,0.0,2.0,1.0,2.0,Unpredictable
1083,PEEGATE,2.0,1.0,0.0,0.0,2.0,Unpredictable
1382,retiringnextweek,2.0,1.0,0.0,0.0,2.0,Unpredictable
2961,InvestInEnron,0.0,0.0,2.0,1.0,2.0,Unpredictable
2962,FixProblemsByGettingRich,0.0,0.0,2.0,1.0,2.0,Unpredictable
85,BullWithWings,2.0,1.0,0.0,0.0,2.0,Unpredictable
1086,DigitalKosmos,2.0,1.0,0.0,0.0,2.0,Unpredictable
1247,Dirtyd954,2.0,1.0,0.0,0.0,2.0,Unpredictable
1114,reubenmabrey25,2.0,1.0,0.0,0.0,2.0,Unpredictable
3118,SP500BUBBLE2020,0.0,0.0,2.0,1.0,2.0,Unpredictable
1236,ahsen12,2.0,1.0,0.0,0.0,2.0,Unpredictable
1299,MarketGoblin,2.0,1.0,0.0,0.0,2.0,Unpredictable
1280,Forty_Two,2.0,1.0,0.0,0.0,2.0,Unpredictable
1155,Ziorik,1.0,0.5,1.0,0.5,2.0,Unpredictable
912,Five2Nine,1.0,0.5,1.0,0.5,2.0,Unpredictable
3033,stockscouter87,0.0,0.0,2.0,1.0,2.0,Unpredictable
1139,guidoaviano,2.0,1.0,0.0,0.0,2.0,Unpredictable
3012,Brandonv512,0.0,0.0,2.0,1.0,2.0,Unpredictable
916,Sorryno1,2.0,1.0,0.0,0.0,2.0,Unpredictable
3015,igma33,0.0,0.0,2.0,1.0,2.0,Unpredictable
981,BigBallerOptions,2.0,1.0,0.0,0.0,2.0,Unpredictable
3019,Sammy2bit,0.0,0.0,2.0,1.0,2.0,Unpredictable
3021,AZrounder602,0.0,0.0,2.0,1.0,2.0,Unpredictable
910,FundamentalsOnly,2.0,1.0,0.0,0.0,2.0,Unpredictable
1141,itraben,2.0,1.0,0.0,0.0,2.0,Unpredictable
1142,SDJB,2.0,1.0,0.0,0.0,2.0,Unpredictable
42,UBoarMe,2.0,1.0,0.0,0.0,2.0,Unpredictable
926,shootinseven,2.0,1.0,0.0,0.0,2.0,Unpredictable
3023,MrKing777,0.0,0.0,2.0,1.0,2.0,Unpredictable
3024,noobtrader88,0.0,0.0,2.0,1.0,2.0,Unpredictable
927,UTradeLLC,2.0,1.0,0.0,0.0,2.0,Unpredictable
3141,soon2beee,0.0,0.0,2.0,1.0,2.0,Unpredictable
3140,Salem_Saberhagen,0.0,0.0,2.0,1.0,2.0,Unpredictable
3136,dragonknight8,0.0,0.0,2.0,1.0,2.0,Unpredictable
1136,roll_thedice,2.0,1.0,0.0,0.0,2.0,Unpredictable
1321,WitcherOfOz,2.0,1.0,0.0,0.0,2.0,Unpredictable
3043,TurdHol,0.0,0.0,2.0,1.0,2.0,Unpredictable
1271,elreytrader,1.0,0.5,1.0,0.5,2.0,Unpredictable
3155,RPRXInvestor,0.0,0.0,2.0,1.0,2.0,Unpredictable
1269,T0TheMoon,2.0,1.0,0.0,0.0,2.0,Unpredictable
1121,TheCashClown,1.0,0.5,1.0,0.5,2.0,Unpredictable
1344,PrestonForbesThird,2.0,1.0,0.0,0.0,2.0,Unpredictable
1343,Terpp,2.0,1.0,0.0,0.0,2.0,Unpredictable
2988,afernandez321,0.0,0.0,2.0,1.0,2.0,Unpredictable
1124,Miamioption,1.0,0.5,1.0,0.5,2.0,Unpredictable
1162,FlyingCowTwits,2.0,1.0,0.0,0.0,2.0,Unpredictable
1161,Bluecaller,2.0,1.0,0.0,0.0,2.0,Unpredictable
1270,FullyProfitable,2.0,1.0,0.0,0.0,2.0,Unpredictable
3151,Dpilot,0.0,0.0,2.0,1.0,2.0,Unpredictable
1135,ballhawker,2.0,1.0,0.0,0.0,2.0,Unpredictable
1273,Marcandresmac,1.0,0.5,1.0,0.5,2.0,Unpredictable
3128,brathbone,0.0,0.0,2.0,1.0,2.0,Unpredictable
2997,Crivellaro,0.0,0.0,2.0,1.0,2.0,Unpredictable
904,TakeProfits120,2.0,1.0,0.0,0.0,2.0,Unpredictable
3149,Jsummer1,0.0,0.0,2.0,1.0,2.0,Unpredictable
905,camillauhler31,2.0,1.0,0.0,0.0,2.0,Unpredictable
1130,Joecool89,2.0,1.0,0.0,0.0,2.0,Unpredictable
908,FlynancialAnalyst,2.0,1.0,0.0,0.0,2.0,Unpredictable
985,mikeerx,2.0,1.0,0.0,0.0,2.0,Unpredictable
1133,Valid,2.0,1.0,0.0,0.0,2.0,Unpredictable
3098,Stonkmaster428,0.0,0.0,2.0,1.0,2.0,Unpredictable
998,HBSHydro,2.0,1.0,0.0,0.0,2.0,Unpredictable
1398,iksamwonge12,2.0,1.0,0.0,0.0,2.0,Unpredictable
963,PoorHomieSunny,2.0,1.0,0.0,0.0,2.0,Unpredictable
962,John_Connor,2.0,1.0,0.0,0.0,2.0,Unpredictable
3079,Fmitty,0.0,0.0,2.0,1.0,2.0,Unpredictable
1430,UpandDowns,2.0,1.0,0.0,0.0,2.0,Unpredictable
2929,scarecrow119,0.0,0.0,2.0,1.0,2.0,Unpredictable
2930,recklessGDOG,0.0,0.0,2.0,1.0,2.0,Unpredictable
3206,GoforAu,0.0,0.0,2.0,1.0,2.0,Unpredictable
880,fooz81,2.0,1.0,0.0,0.0,2.0,Unpredictable
1425,Wallstreetbetss,2.0,1.0,0.0,0.0,2.0,Unpredictable
3094,Codey,0.0,0.0,2.0,1.0,2.0,Unpredictable
117,tyresekadel54,2.0,1.0,0.0,0.0,2.0,Unpredictable
113,aldoharris95,2.0,1.0,0.0,0.0,2.0,Unpredictable
3205,buffettofwallstreet,0.0,0.0,2.0,1.0,2.0,Unpredictable
3204,Juggy12,0.0,0.0,2.0,1.0,2.0,Unpredictable
1054,Kalos,1.0,0.5,1.0,0.5,2.0,Unpredictable
1423,BioBully,2.0,1.0,0.0,0.0,2.0,Unpredictable
3202,Mr_Vapor_Trail,0.0,0.0,2.0,1.0,2.0,Unpredictable
3201,Gaining_Inversely_101,0.0,0.0,2.0,1.0,2.0,Unpredictable
1224,AdrenalineAddict,2.0,1.0,0.0,0.0,2.0,Unpredictable
1421,HarmonyTradingSystem,2.0,1.0,0.0,0.0,2.0,Unpredictable
1420,Graybeard89,2.0,1.0,0.0,0.0,2.0,Unpredictable
1431,Finhead4Life,2.0,1.0,0.0,0.0,2.0,Unpredictable
952,Bullseyeee,2.0,1.0,0.0,0.0,2.0,Unpredictable
3093,DannyTheFire,0.0,0.0,2.0,1.0,2.0,Unpredictable
875,Thereal2x,2.0,1.0,0.0,0.0,2.0,Unpredictable
1028,LSPC77,2.0,1.0,0.0,0.0,2.0,Unpredictable
959,idrees786,2.0,1.0,0.0,0.0,2.0,Unpredictable
868,hayoracle,2.0,1.0,0.0,0.0,2.0,Unpredictable
957,D_Wall,1.0,0.5,1.0,0.5,2.0,Unpredictable
133,AllKindZofgains,2.0,1.0,0.0,0.0,2.0,Unpredictable
1447,Beg4ChangeSir,1.0,0.5,1.0,0.5,2.0,Unpredictable
1022,funtrades20,2.0,1.0,0.0,0.0,2.0,Unpredictable
3216,lxz,0.0,0.0,2.0,1.0,2.0,Unpredictable
1444,Chris2024,2.0,1.0,0.0,0.0,2.0,Unpredictable
873,Unicorn74,2.0,1.0,0.0,0.0,2.0,Unpredictable
1017,XiaYao,2.0,1.0,0.0,0.0,2.0,Unpredictable
1441,Lamon21,2.0,1.0,0.0,0.0,2.0,Unpredictable
1440,ironwill21,2.0,1.0,0.0,0.0,2.0,Unpredictable
1015,AmericanLawyer,2.0,1.0,0.0,0.0,2.0,Unpredictable
2923,MostMoney,0.0,0.0,2.0,1.0,2.0,Unpredictable
130,Autoboi,2.0,1.0,0.0,0.0,2.0,Unpredictable
1219,Tux_Zito,2.0,1.0,0.0,0.0,2.0,Unpredictable
1434,skysaquon,2.0,1.0,0.0,0.0,2.0,Unpredictable
3211,Seven_5,0.0,0.0,2.0,1.0,2.0,Unpredictable
1418,sunnyshah1,2.0,1.0,0.0,0.0,2.0,Unpredictable
879,nfstocks,1.0,0.5,1.0,0.5,2.0,Unpredictable
1228,Estep5,1.0,0.5,1.0,0.5,2.0,Unpredictable
2939,mimi2017,0.0,0.0,2.0,1.0,2.0,Unpredictable
1412,wesjames,2.0,1.0,0.0,0.0,2.0,Unpredictable
3075,b6driver,0.0,0.0,2.0,1.0,2.0,Unpredictable
946,nakedmolerobot,2.0,1.0,0.0,0.0,2.0,Unpredictable
3073,BaGeake,0.0,0.0,2.0,1.0,2.0,Unpredictable
110,gradytormey08,2.0,1.0,0.0,0.0,2.0,Unpredictable
1006,WebullTrader,2.0,1.0,0.0,0.0,2.0,Unpredictable
882,hynumow,2.0,1.0,0.0,0.0,2.0,Unpredictable
944,AndyFeldstein,1.0,0.5,1.0,0.5,2.0,Unpredictable
1008,Chaser86,2.0,1.0,0.0,0.0,2.0,Unpredictable
884,OhMyGuh,1.0,0.5,1.0,0.5,2.0,Unpredictable
1406,Cradik,2.0,1.0,0.0,0.0,2.0,Unpredictable
1399,atwinstin,2.0,1.0,0.0,0.0,2.0,Unpredictable
1225,seedlesslion,2.0,1.0,0.0,0.0,2.0,Unpredictable
863,Cblast1,2.0,1.0,0.0,0.0,2.0,Unpredictable
1408,BestBiotech,1.0,0.5,1.0,0.5,2.0,Unpredictable
3131,kvnmcdd,0.0,0.0,1.0,1.0,1.0,Unpredictable
2566,Quikbucks,0.0,0.0,1.0,1.0,1.0,Unpredictable
373,BestPlays,1.0,1.0,0.0,0.0,1.0,Unpredictable
2467,jwolf1031,0.0,0.0,1.0,1.0,1.0,Unpredictable
343,bobbyrobinson62,1.0,1.0,0.0,0.0,1.0,Unpredictable
2546,MadMartigen1776,0.0,0.0,1.0,1.0,1.0,Unpredictable
2465,TheStockRaptor,0.0,0.0,1.0,1.0,1.0,Unpredictable
324,danielohrt690,1.0,1.0,0.0,0.0,1.0,Unpredictable
347,seektruth,1.0,1.0,0.0,0.0,1.0,Unpredictable
2469,ElSherif,0.0,0.0,1.0,1.0,1.0,Unpredictable
2565,Lightningy,0.0,0.0,1.0,1.0,1.0,Unpredictable
2568,KingThoth,0.0,0.0,1.0,1.0,1.0,Unpredictable
370,anilem66,1.0,1.0,0.0,0.0,1.0,Unpredictable
369,jaycarper,1.0,1.0,0.0,0.0,1.0,Unpredictable
2473,badpundit,0.0,0.0,1.0,1.0,1.0,Unpredictable
3129,sunrocket99,0.0,0.0,1.0,1.0,1.0,Unpredictable
2474,tap24,0.0,0.0,1.0,1.0,1.0,Unpredictable
3092,rastus52,0.0,0.0,1.0,1.0,1.0,Unpredictable
367,flimr0y,1.0,1.0,0.0,0.0,1.0,Unpredictable
2532,Aigner_Andreas,0.0,0.0,1.0,1.0,1.0,Unpredictable
2564,bullishforfuture,0.0,0.0,1.0,1.0,1.0,Unpredictable
2476,et14,0.0,0.0,1.0,1.0,1.0,Unpredictable
2547,4160volt,0.0,0.0,1.0,1.0,1.0,Unpredictable
366,stronaut21,1.0,1.0,0.0,0.0,1.0,Unpredictable
3130,evilorz,0.0,0.0,1.0,1.0,1.0,Unpredictable
2535,Crabbycrabby,0.0,0.0,1.0,1.0,1.0,Unpredictable
3091,Greenisgood,0.0,0.0,1.0,1.0,1.0,Unpredictable
342,Nightbane,1.0,1.0,0.0,0.0,1.0,Unpredictable
385,DragonEnergy,1.0,1.0,0.0,0.0,1.0,Unpredictable
2577,robsokool,0.0,0.0,1.0,1.0,1.0,Unpredictable
3086,stinkems,0.0,0.0,1.0,1.0,1.0,Unpredictable
340,landonxander13,1.0,1.0,0.0,0.0,1.0,Unpredictable
2454,Turkishstorm,0.0,0.0,1.0,1.0,1.0,Unpredictable
320,TheDoge12,1.0,1.0,0.0,0.0,1.0,Unpredictable
3097,tyeb115544,0.0,0.0,1.0,1.0,1.0,Unpredictable
2575,MarcosA13,0.0,0.0,1.0,1.0,1.0,Unpredictable
3100,movenup317,0.0,0.0,1.0,1.0,1.0,Unpredictable
2542,LowerLimb,0.0,0.0,1.0,1.0,1.0,Unpredictable
321,averywestcott60,1.0,1.0,0.0,0.0,1.0,Unpredictable
2543,ToddWH02,0.0,0.0,1.0,1.0,1.0,Unpredictable
3135,Knightrader1,0.0,0.0,1.0,1.0,1.0,Unpredictable
3087,chrisdoubleyou17,0.0,0.0,1.0,1.0,1.0,Unpredictable
383,rnscox1211,1.0,1.0,0.0,0.0,1.0,Unpredictable
21,Latoyapoole,1.0,1.0,0.0,0.0,1.0,Unpredictable
382,GarbageMan1,1.0,1.0,0.0,0.0,1.0,Unpredictable
2572,Mike1606,0.0,0.0,1.0,1.0,1.0,Unpredictable
3134,Moneyflo,0.0,0.0,1.0,1.0,1.0,Unpredictable
3096,Exchangetraded,0.0,0.0,1.0,1.0,1.0,Unpredictable
2571,arohgabr,0.0,0.0,1.0,1.0,1.0,Unpredictable
381,ahowls,1.0,1.0,0.0,0.0,1.0,Unpredictable
3090,DHMusic,0.0,0.0,1.0,1.0,1.0,Unpredictable
3133,koncrete,0.0,0.0,1.0,1.0,1.0,Unpredictable
379,lilboost14,1.0,1.0,0.0,0.0,1.0,Unpredictable
2545,Benny212,0.0,0.0,1.0,1.0,1.0,Unpredictable
378,THEStockornater,1.0,1.0,0.0,0.0,1.0,Unpredictable
3132,accessmydata,0.0,0.0,1.0,1.0,1.0,Unpredictable
376,talk21,1.0,1.0,0.0,0.0,1.0,Unpredictable
2563,lNNOCUOUS,0.0,0.0,1.0,1.0,1.0,Unpredictable
2529,traderstockzee,0.0,0.0,1.0,1.0,1.0,Unpredictable
365,denhaysom,1.0,1.0,0.0,0.0,1.0,Unpredictable
349,amberlee33,1.0,1.0,0.0,0.0,1.0,Unpredictable
2500,CryptoAudiking_,0.0,0.0,1.0,1.0,1.0,Unpredictable
2501,LongDonJohnson,0.0,0.0,1.0,1.0,1.0,Unpredictable
329,emilycarter09,1.0,1.0,0.0,0.0,1.0,Unpredictable
3114,evfuture7,0.0,0.0,1.0,1.0,1.0,Unpredictable
352,markcarter67,1.0,1.0,0.0,0.0,1.0,Unpredictable
2504,Blakemcdz,0.0,0.0,1.0,1.0,1.0,Unpredictable
3113,phat_stackz,0.0,0.0,1.0,1.0,1.0,Unpredictable
2506,Minimum8peat,0.0,0.0,1.0,1.0,1.0,Unpredictable
2550,MikeM123,0.0,0.0,1.0,1.0,1.0,Unpredictable
2551,Fiblicon,0.0,0.0,1.0,1.0,1.0,Unpredictable
17,Billionaires718club,1.0,1.0,0.0,0.0,1.0,Unpredictable
3110,Smartiesontheyellowroad,0.0,0.0,1.0,1.0,1.0,Unpredictable
2555,Leonligerx,0.0,0.0,1.0,1.0,1.0,Unpredictable
3105,Darranimo,0.0,0.0,1.0,1.0,1.0,Unpredictable
2499,Bruce_Cullen,0.0,0.0,1.0,1.0,1.0,Unpredictable
2513,Addy_Dad,0.0,0.0,1.0,1.0,1.0,Unpredictable
2450,joris191,0.0,0.0,1.0,1.0,1.0,Unpredictable
330,keithdahn44,1.0,1.0,0.0,0.0,1.0,Unpredictable
3109,BavariansM5,0.0,0.0,1.0,1.0,1.0,Unpredictable
3108,tonym74,0.0,0.0,1.0,1.0,1.0,Unpredictable
2523,manuelvargas,0.0,0.0,1.0,1.0,1.0,Unpredictable
2516,Thel33t7,0.0,0.0,1.0,1.0,1.0,Unpredictable
2517,bingyufe,0.0,0.0,1.0,1.0,1.0,Unpredictable
3106,Nimners,0.0,0.0,1.0,1.0,1.0,Unpredictable
331,Bigdayswing,1.0,1.0,0.0,0.0,1.0,Unpredictable
2522,Heterodontbull,0.0,0.0,1.0,1.0,1.0,Unpredictable
2519,MarkeTimer,0.0,0.0,1.0,1.0,1.0,Unpredictable
332,miatevlin96,1.0,1.0,0.0,0.0,1.0,Unpredictable
3104,yamotha,0.0,0.0,1.0,1.0,1.0,Unpredictable
355,AnubisFF,1.0,1.0,0.0,0.0,1.0,Unpredictable
2480,KRUZIN,0.0,0.0,1.0,1.0,1.0,Unpredictable
2527,HubertS,0.0,0.0,1.0,1.0,1.0,Unpredictable
2481,SnowRacer422,0.0,0.0,1.0,1.0,1.0,Unpredictable
2562,EPS_MomentuM,0.0,0.0,1.0,1.0,1.0,Unpredictable
3127,_Mugiwara,0.0,0.0,1.0,1.0,1.0,Unpredictable
3103,ThaneOfThots69,0.0,0.0,1.0,1.0,1.0,Unpredictable
2520,dakon60,0.0,0.0,1.0,1.0,1.0,Unpredictable
2561,tuningin,0.0,0.0,1.0,1.0,1.0,Unpredictable
2560,SmartenUp,0.0,0.0,1.0,1.0,1.0,Unpredictable
3125,Psis08,0.0,0.0,1.0,1.0,1.0,Unpredictable
360,stephenk5,1.0,1.0,0.0,0.0,1.0,Unpredictable
3124,colindo,0.0,0.0,1.0,1.0,1.0,Unpredictable
345,DonaldTrumpStockKing,1.0,1.0,0.0,0.0,1.0,Unpredictable
3123,Iamemoney,0.0,0.0,1.0,1.0,1.0,Unpredictable
357,TopStockJock,1.0,1.0,0.0,0.0,1.0,Unpredictable
2488,LehmanCousins,0.0,0.0,1.0,1.0,1.0,Unpredictable
3115,MiamiTradez,0.0,0.0,1.0,1.0,1.0,Unpredictable
2489,zeemadstockman,0.0,0.0,1.0,1.0,1.0,Unpredictable
336,brentonmiller93,1.0,1.0,0.0,0.0,1.0,Unpredictable
3122,CurtE,0.0,0.0,1.0,1.0,1.0,Unpredictable
3121,Moneymoneymoremoney,0.0,0.0,1.0,1.0,1.0,Unpredictable
3120,Alure_Holdings,0.0,0.0,1.0,1.0,1.0,Unpredictable
2526,Jainan44,0.0,0.0,1.0,1.0,1.0,Unpredictable
3119,The_Contrarian_Investor,0.0,0.0,1.0,1.0,1.0,Unpredictable
2525,ConnectTheDotsTrading,0.0,0.0,1.0,1.0,1.0,Unpredictable
2540,EGTstocks,0.0,0.0,1.0,1.0,1.0,Unpredictable
16,carteltrades,1.0,1.0,0.0,0.0,1.0,Unpredictable
2494,Builderx437,0.0,0.0,1.0,1.0,1.0,Unpredictable
3116,fibonacci6180,0.0,0.0,1.0,1.0,1.0,Unpredictable
3095,TradeGod55,0.0,0.0,1.0,1.0,1.0,Unpredictable
387,Options4life,1.0,1.0,0.0,0.0,1.0,Unpredictable
2912,specialheart,0.0,0.0,1.0,1.0,1.0,Unpredictable
3137,Wendylee,0.0,0.0,1.0,1.0,1.0,Unpredictable
505,marketwasher,1.0,1.0,0.0,0.0,1.0,Unpredictable
3189,Strongman86,0.0,0.0,1.0,1.0,1.0,Unpredictable
2336,jperz,0.0,0.0,1.0,1.0,1.0,Unpredictable
3190,riskybusiness71,0.0,0.0,1.0,1.0,1.0,Unpredictable
2334,Griffin4,0.0,0.0,1.0,1.0,1.0,Unpredictable
499,gyrsinha,1.0,1.0,0.0,0.0,1.0,Unpredictable
501,vckydmings,1.0,1.0,0.0,0.0,1.0,Unpredictable
3191,HatrickParris,0.0,0.0,1.0,1.0,1.0,Unpredictable
2331,gregnice69,0.0,0.0,1.0,1.0,1.0,Unpredictable
3192,permaBS,0.0,0.0,1.0,1.0,1.0,Unpredictable
3197,phantomtalks,0.0,0.0,1.0,1.0,1.0,Unpredictable
509,Victoriaswanson,1.0,1.0,0.0,0.0,1.0,Unpredictable
3193,Bullrun1,0.0,0.0,1.0,1.0,1.0,Unpredictable
516,aaa1314,1.0,1.0,0.0,0.0,1.0,Unpredictable
2325,calecy,0.0,0.0,1.0,1.0,1.0,Unpredictable
517,MantasTrades,1.0,1.0,0.0,0.0,1.0,Unpredictable
3194,fwilliamson,0.0,0.0,1.0,1.0,1.0,Unpredictable
2322,profusionz25,0.0,0.0,1.0,1.0,1.0,Unpredictable
3195,wayfaringwilliams,0.0,0.0,1.0,1.0,1.0,Unpredictable
3188,spdandpwr,0.0,0.0,1.0,1.0,1.0,Unpredictable
3187,Topfivepaid,0.0,0.0,1.0,1.0,1.0,Unpredictable
3186,Covertj,0.0,0.0,1.0,1.0,1.0,Unpredictable
3185,longterminvestment,0.0,0.0,1.0,1.0,1.0,Unpredictable
480,Gunitfatman,1.0,1.0,0.0,0.0,1.0,Unpredictable
2357,ETFSwingTrader,0.0,0.0,1.0,1.0,1.0,Unpredictable
3176,newbienick,0.0,0.0,1.0,1.0,1.0,Unpredictable
3177,IntelligentInvesting,0.0,0.0,1.0,1.0,1.0,Unpredictable
487,REAnalysis,1.0,1.0,0.0,0.0,1.0,Unpredictable
3178,TraderLeibniz,0.0,0.0,1.0,1.0,1.0,Unpredictable
2351,moneyflipper,0.0,0.0,1.0,1.0,1.0,Unpredictable
3179,Shoxbox,0.0,0.0,1.0,1.0,1.0,Unpredictable
3181,bully98,0.0,0.0,1.0,1.0,1.0,Unpredictable
2346,BreadalaSmith,0.0,0.0,1.0,1.0,1.0,Unpredictable
3182,Fluffythesheep,0.0,0.0,1.0,1.0,1.0,Unpredictable
2344,Traderskater,0.0,0.0,1.0,1.0,1.0,Unpredictable
2343,FreddyFudpucker,0.0,0.0,1.0,1.0,1.0,Unpredictable
2342,IndependentlyWealthy,0.0,0.0,1.0,1.0,1.0,Unpredictable
494,shellyrrez,1.0,1.0,0.0,0.0,1.0,Unpredictable
3183,Denovomatt,0.0,0.0,1.0,1.0,1.0,Unpredictable
495,WilliePhelps0,1.0,1.0,0.0,0.0,1.0,Unpredictable
3196,Kevbot29,0.0,0.0,1.0,1.0,1.0,Unpredictable
3198,medicinemanrp,0.0,0.0,1.0,1.0,1.0,Unpredictable
3174,JLInvest,0.0,0.0,1.0,1.0,1.0,Unpredictable
3218,PulmMD,0.0,0.0,1.0,1.0,1.0,Unpredictable
536,Daytrader0098,1.0,1.0,0.0,0.0,1.0,Unpredictable
537,Bullsky,1.0,1.0,0.0,0.0,1.0,Unpredictable
3214,Ivyleagueinvestor22,0.0,0.0,1.0,1.0,1.0,Unpredictable
2300,TheTechnicalAnalyst,0.0,0.0,1.0,1.0,1.0,Unpredictable
539,iamLaKai,1.0,1.0,0.0,0.0,1.0,Unpredictable
3215,BurningGreenBulls,0.0,0.0,1.0,1.0,1.0,Unpredictable
2295,Fadetoblack50,0.0,0.0,1.0,1.0,1.0,Unpredictable
3217,19Acres,0.0,0.0,1.0,1.0,1.0,Unpredictable
3219,CatTracks,0.0,0.0,1.0,1.0,1.0,Unpredictable
518,Rameztrades,1.0,1.0,0.0,0.0,1.0,Unpredictable
3220,bullsaredellusional,0.0,0.0,1.0,1.0,1.0,Unpredictable
3221,Revenge_Trader,0.0,0.0,1.0,1.0,1.0,Unpredictable
3222,BastardBorn,0.0,0.0,1.0,1.0,1.0,Unpredictable
548,LadeBackk,1.0,1.0,0.0,0.0,1.0,Unpredictable
3223,Ace000,0.0,0.0,1.0,1.0,1.0,Unpredictable
2289,Getthisbread13,0.0,0.0,1.0,1.0,1.0,Unpredictable
2288,Frenzel1990,0.0,0.0,1.0,1.0,1.0,Unpredictable
3224,Ic707,0.0,0.0,1.0,1.0,1.0,Unpredictable
533,EvenFlowKenneth,1.0,1.0,0.0,0.0,1.0,Unpredictable
3213,RMessi13,0.0,0.0,1.0,1.0,1.0,Unpredictable
530,FabianHeidenreich,1.0,1.0,0.0,0.0,1.0,Unpredictable
3212,TrendingRedneck,0.0,0.0,1.0,1.0,1.0,Unpredictable
3199,dillweed7,0.0,0.0,1.0,1.0,1.0,Unpredictable
2318,hotpeanuts123,0.0,0.0,1.0,1.0,1.0,Unpredictable
519,affliatemoon,1.0,1.0,0.0,0.0,1.0,Unpredictable
2316,ControllaScrimma,0.0,0.0,1.0,1.0,1.0,Unpredictable
2315,IRLisDEAD,0.0,0.0,1.0,1.0,1.0,Unpredictable
522,EskiOnline,1.0,1.0,0.0,0.0,1.0,Unpredictable
3200,W4lf,0.0,0.0,1.0,1.0,1.0,Unpredictable
3203,phi1771,0.0,0.0,1.0,1.0,1.0,Unpredictable
2312,officialzezima,0.0,0.0,1.0,1.0,1.0,Unpredictable
524,Purdue_Trader,1.0,1.0,0.0,0.0,1.0,Unpredictable
2310,stocksdude1920,0.0,0.0,1.0,1.0,1.0,Unpredictable
3207,DoomsDayD,0.0,0.0,1.0,1.0,1.0,Unpredictable
528,zsk78,1.0,1.0,0.0,0.0,1.0,Unpredictable
2307,Candlewaxed,0.0,0.0,1.0,1.0,1.0,Unpredictable
3208,BullAndBear1235,0.0,0.0,1.0,1.0,1.0,Unpredictable
3209,fontagnesden,0.0,0.0,1.0,1.0,1.0,Unpredictable
7,meganmiller,1.0,1.0,0.0,0.0,1.0,Unpredictable
3175,bbsmth,0.0,0.0,1.0,1.0,1.0,Unpredictable
478,Paulineparks,1.0,1.0,0.0,0.0,1.0,Unpredictable
13,Boundha,1.0,1.0,0.0,0.0,1.0,Unpredictable
2579,simkoaster,0.0,0.0,1.0,1.0,1.0,Unpredictable
2419,Kl101,0.0,0.0,1.0,1.0,1.0,Unpredictable
2417,sptrader_79,0.0,0.0,1.0,1.0,1.0,Unpredictable
2416,julkastockpro,0.0,0.0,1.0,1.0,1.0,Unpredictable
426,MonkeyBananaGenius,1.0,1.0,0.0,0.0,1.0,Unpredictable
3147,InexperiencedExpert,0.0,0.0,1.0,1.0,1.0,Unpredictable
2413,bixbyd1,0.0,0.0,1.0,1.0,1.0,Unpredictable
428,Duddle_In_A_Puck,1.0,1.0,0.0,0.0,1.0,Unpredictable
3148,Bapiper17,0.0,0.0,1.0,1.0,1.0,Unpredictable
10,SkynetBull,1.0,1.0,0.0,0.0,1.0,Unpredictable
444,jishikatefu,1.0,1.0,0.0,0.0,1.0,Unpredictable
433,areecep,1.0,1.0,0.0,0.0,1.0,Unpredictable
434,Traderbydaybynight,1.0,1.0,0.0,0.0,1.0,Unpredictable
2406,jjo1fam,0.0,0.0,1.0,1.0,1.0,Unpredictable
435,Itsmrmatthew,1.0,1.0,0.0,0.0,1.0,Unpredictable
437,YugeFakeNews,1.0,1.0,0.0,0.0,1.0,Unpredictable
2402,optionmeeee,0.0,0.0,1.0,1.0,1.0,Unpredictable
2401,Cocokaka,0.0,0.0,1.0,1.0,1.0,Unpredictable
440,mikashimotaku,1.0,1.0,0.0,0.0,1.0,Unpredictable
3146,Drew88527,0.0,0.0,1.0,1.0,1.0,Unpredictable
3145,Ockk13,0.0,0.0,1.0,1.0,1.0,Unpredictable
